Title	Reference	Date	Genre
ZorbaX và KardiaChain phát hành tác phẩm nghệ thuật NFT	https://vnexpress.net/zorbax-va-kardiachain-phat-hanh-tac-pham-nghe-thuat-nft-4412244.html	Thứ tư, 5/1/2022, 10:00 (GMT+7)	 
Những điểm mới trên camera điện thoại 2022	https://vnexpress.net/nhung-diem-moi-tren-camera-dien-thoai-2022-4412043.html	Thứ ba, 4/1/2022, 18:00 (GMT+7)	 
Năng lực khai thác Bitcoin lập kỷ lục mới	https://vnexpress.net/nang-luc-khai-thac-bitcoin-lap-ky-luc-moi-4411669.html	Thứ ba, 4/1/2022, 08:15 (GMT+7)	Đời sống số 
Cuộc tranh giành nhân lực trong lĩnh vực bán dẫn	https://vnexpress.net/cuoc-tranh-gianh-nhan-luc-trong-linh-vuc-ban-dan-4411561.html	Thứ ba, 4/1/2022, 07:00 (GMT+7)	Đời sống số 
'Tứ đại gia' công nghệ chuẩn bị gì cho vũ trụ ảo 2022	https://vnexpress.net/tu-dai-gia-cong-nghe-chuan-bi-gi-cho-vu-tru-ao-2022-4411277.html	Thứ ba, 4/1/2022, 00:00 (GMT+7)	Xu hướng 
Lý do HP Victus 16 ghi điểm với người dùng	https://vnexpress.net/ly-do-hp-victus-16-ghi-diem-voi-nguoi-dung-4406266.html	Thứ ba, 4/1/2022, 20:15 (GMT+7)	 
Ám ảnh nhan sắc khi dùng bộ lọc làm đẹp	https://vnexpress.net/am-anh-nhan-sac-khi-dung-bo-loc-lam-dep-4411499.html	Thứ hai, 3/1/2022, 13:01 (GMT+7)	Đời sống số 
Chuỗi cung ứng - mục tiêu béo bở của hacker năm 2022	https://vnexpress.net/chuoi-cung-ung-muc-tieu-beo-bo-cua-hacker-nam-2022-4411581.html	Thứ hai, 3/1/2022, 18:00 (GMT+7)	Bảo mật 
Blockchain sẽ thế nào trong năm 2022	https://vnexpress.net/blockchain-se-the-nao-trong-nam-2022-4410848.html	Thứ hai, 3/1/2022, 00:00 (GMT+7)	 
Trải nghiệm một ngày sống như cyborg	https://vnexpress.net/trai-nghiem-mot-ngay-song-nhu-cyborg-4410283.html	Thứ hai, 3/1/2022, 11:00 (GMT+7)	AI 
Điện thoại BlackBerry cũ ngừng hoạt động vĩnh viễn	https://vnexpress.net/dien-thoai-blackberry-cu-ngung-hoat-dong-vinh-vien-4411159.html	Chủ nhật, 2/1/2022, 08:00 (GMT+7)	Đời sống số 
Sống với nỗi lo bị phụ kiện của Apple theo dõi	https://vnexpress.net/song-voi-noi-lo-bi-phu-kien-cua-apple-theo-doi-4411147.html	Chủ nhật, 2/1/2022, 09:00 (GMT+7)	Đời sống số 
Canon sắp ngừng sản xuất máy ảnh DSLR cao cấp	https://vnexpress.net/canon-sap-ngung-san-xuat-may-anh-dslr-cao-cap-4411343.html	Chủ nhật, 2/1/2022, 15:52 (GMT+7)	Đời sống số 
Lỗi 'năm 2022' khiến nhiều người không thể nhận email	https://vnexpress.net/loi-nam-2022-khien-nhieu-nguoi-khong-the-nhan-email-4411263.html	Chủ nhật, 2/1/2022, 12:17 (GMT+7)	Đời sống số 
Elon Musk ví Tesla Bot với người máy trong Star Wars	https://vnexpress.net/elon-musk-vi-tesla-bot-voi-nguoi-may-trong-star-wars-4411060.html	Chủ nhật, 2/1/2022, 07:26 (GMT+7)	AI 
Tiền ảo Pi vẫn vô giá trị sau gần ba năm	https://vnexpress.net/tien-ao-pi-van-vo-gia-tri-sau-gan-ba-nam-4410622.html	Thứ bảy, 1/1/2022, 00:00 (GMT+7)	Đời sống số 
Nhà máy lắp ráp iPhone bị tố cho công nhân ăn cơm có giòi	https://vnexpress.net/nha-may-lap-rap-iphone-bi-to-cho-cong-nhan-an-com-co-gioi-4411009.html	Thứ bảy, 1/1/2022, 15:02 (GMT+7)	Đời sống số 
Những công nghệ được dự đoán bùng nổ năm nay	https://vnexpress.net/nhung-cong-nghe-duoc-du-doan-bung-no-nam-nay-4410650.html	Thứ bảy, 1/1/2022, 08:00 (GMT+7)	 
Phần mềm đánh cắp mật khẩu lưu trong trình duyệt	https://vnexpress.net/phan-mem-danh-cap-mat-khau-luu-trong-trinh-duyet-4410400.html	Thứ bảy, 1/1/2022, 09:00 (GMT+7)	Bảo mật 
Lý do Apple chọn Luxshare	https://vnexpress.net/ly-do-apple-chon-luxshare-4410526.html	Thứ sáu, 31/12/2021, 17:20 (GMT+7)	Đời sống số 
Những góc sáng tối về AI năm 2021	https://vnexpress.net/nhung-goc-sang-toi-ve-ai-nam-2021-4410243.html	Thứ sáu, 31/12/2021, 13:51 (GMT+7)	AI 
Những tweet gây bão của Elon Musk năm 2021	https://vnexpress.net/nhung-tweet-gay-bao-cua-elon-musk-nam-2021-4410133.html	Thứ sáu, 31/12/2021, 00:00 (GMT+7)	Đời sống số 
Sắp diễn ra Triển lãm công nghệ Tech Awards	https://vnexpress.net/sap-dien-ra-trien-lam-cong-nghe-tech-awards-4410228.html	Thứ sáu, 31/12/2021, 08:12 (GMT+7)	Đời sống số 
Màn hình đa nhiệm LG - giải pháp họp online chuyên nghiệp	https://vnexpress.net/man-hinh-da-nhiem-lg-giai-phap-hop-online-chuyen-nghiep-4400891.html	nan	nan
bTaskee - ứng dụng giúp việc theo giờ cho người bận rộn	https://vnexpress.net/btaskee-ung-dung-giup-viec-theo-gio-cho-nguoi-ban-ron-4409734.html	Thứ sáu, 31/12/2021, 16:30 (GMT+7)	 
MobiCloud - dịch vụ lưu trữ đám mây Make in Vietnam	https://vnexpress.net/mobicloud-dich-vu-luu-tru-dam-may-make-in-vietnam-4410605.html	Thứ sáu, 31/12/2021, 14:00 (GMT+7)	 
Rào cản phát triển nhân lực công nghệ thông tin Việt Nam	https://vnexpress.net/rao-can-phat-trien-nhan-luc-cong-nghe-thong-tin-viet-nam-4410328.html	Thứ sáu, 31/12/2021, 08:00 (GMT+7)	 
Acer ra mắt laptop gaming giá 99,99 triệu đồng	https://vnexpress.net/acer-ra-mat-laptop-gaming-gia-99-99-trieu-dong-4409966.html	Thứ sáu, 31/12/2021, 08:00 (GMT+7)	 
Cơn sốt đất trong metaverse có thể chỉ là 'bánh vẽ'	https://vnexpress.net/con-sot-dat-trong-metaverse-co-the-chi-la-banh-ve-4409976.html	Thứ năm, 30/12/2021, 17:05 (GMT+7)	Xu hướng 
Apple thưởng lớn để ngăn nhân viên sang Meta	https://vnexpress.net/apple-thuong-lon-de-ngan-nhan-vien-sang-meta-4410063.html	Thứ năm, 30/12/2021, 11:37 (GMT+7)	Đời sống số 
Nền tảng video nổi tiếng Hàn Quốc sắp ra mắt tại Việt Nam	https://vnexpress.net/nen-tang-video-noi-tieng-han-quoc-sap-ra-mat-tai-viet-nam-4410110.html	Thứ năm, 30/12/2021, 15:00 (GMT+7)	 
AI gia tăng sức nóng cho cuộc đua 'săn' nhân tài	https://vnexpress.net/ai-gia-tang-suc-nong-cho-cuoc-dua-san-nhan-tai-4407714.html	Thứ năm, 30/12/2021, 14:00 (GMT+7)	 
Trưa nay kết thúc bình chọn Tech Awards 2021	https://vnexpress.net/trua-nay-ket-thuc-binh-chon-tech-awards-2021-4410051.html	Thứ năm, 30/12/2021, 10:41 (GMT+7)	Đời sống số 
Một năm biến động của tiền điện tử	https://vnexpress.net/mot-nam-bien-dong-cua-tien-dien-tu-4409289.html	Thứ tư, 29/12/2021, 14:00 (GMT+7)	Đời sống số 
Giới đào Pi Việt Nam 'lục đục' vì giá tiền ảo	https://vnexpress.net/gioi-dao-pi-viet-nam-luc-duc-vi-gia-tien-ao-4408666.html	Thứ tư, 29/12/2021, 00:00 (GMT+7)	Đời sống số 
Chung kết Tech Awards 2021 kết thúc ngày 30/12	https://vnexpress.net/chung-ket-tech-awards-2021-ket-thuc-ngay-30-12-4409629.html	Thứ tư, 29/12/2021, 13:07 (GMT+7)	Đời sống số 
Kỹ sư 9x dùng công nghệ giúp 5 triệu người tìm việc	https://vnexpress.net/ky-su-9x-dung-cong-nghe-giup-5-trieu-nguoi-tim-viec-4408318.html	Thứ tư, 29/12/2021, 11:00 (GMT+7)	Nhân vật 
Hãng smartphone Trung Quốc chạy đua điện thoại gập	https://vnexpress.net/hang-smartphone-trung-quoc-chay-dua-dien-thoai-gap-4409465.html	Thứ tư, 29/12/2021, 08:30 (GMT+7)	Xu hướng 
Sàn tiền số Việt bị tấn công từ lỗ hổng 'lớn nhất thập kỷ'	https://vnexpress.net/san-tien-so-viet-bi-tan-cong-tu-lo-hong-lon-nhat-thap-ky-4409445.html	Thứ tư, 29/12/2021, 07:30 (GMT+7)	Bảo mật 
Người Việt dùng nhiều nhất mật khẩu gì năm 2021	https://vnexpress.net/nguoi-viet-dung-nhieu-nhat-mat-khau-gi-nam-2021-4409461.html	Thứ tư, 29/12/2021, 07:11 (GMT+7)	Bảo mật 
Mã độc đánh cắp tiền điện tử hoành hành trên Telegram	https://vnexpress.net/ma-doc-danh-cap-tien-dien-tu-hoanh-hanh-tren-telegram-4409569.html	Thứ tư, 29/12/2021, 10:48 (GMT+7)	Bảo mật 
HP Victus 16 - 'tân binh' đáng gờm phân khúc tầm trung	https://vnexpress.net/hp-victus-16-tan-binh-dang-gom-phan-khuc-tam-trung-4403917.html	Thứ tư, 29/12/2021, 09:00 (GMT+7)	 
Vigor ra mắt khu triển lãm 3D thực tế ảo	https://vnexpress.net/vigor-ra-mat-khu-trien-lam-3d-thuc-te-ao-4406167.html	Thứ tư, 29/12/2021, 08:00 (GMT+7)	 
Loạt video deepfake thu hút chú ý năm 2021	https://vnexpress.net/loat-video-deepfake-thu-hut-chu-y-nam-2021-4408499.html	Thứ ba, 28/12/2021, 18:00 (GMT+7)	AI 
Công nghệ bán dẫn Đài Loan trong tâm điểm đối đầu Mỹ - Trung	https://vnexpress.net/cong-nghe-ban-dan-dai-loan-trong-tam-diem-doi-dau-my-trung-4409138.html	Thứ ba, 28/12/2021, 14:04 (GMT+7)	Đời sống số 
Rút thảm - trò lừa tỷ USD trong giới tiền số	https://vnexpress.net/rut-tham-tro-lua-ty-usd-trong-gioi-tien-so-4408491.html	Thứ ba, 28/12/2021, 00:00 (GMT+7)	Đời sống số 
Loạt thương hiệu nổi bật tại Chung kết Tech Awards tuần ba	https://vnexpress.net/loat-thuong-hieu-noi-bat-tai-chung-ket-tech-awards-tuan-ba-4408805.html	Thứ ba, 28/12/2021, 10:22 (GMT+7)	Đời sống số 
Biến chủng Omicron phủ bóng CES 2022	https://vnexpress.net/bien-chung-omicron-phu-bong-ces-2022-4408893.html	Thứ ba, 28/12/2021, 09:11 (GMT+7)	Đời sống số 
Loạt điện thoại phím cơ 4G giá rẻ của Masstel	https://vnexpress.net/loat-dien-thoai-phim-co-4g-gia-re-cua-masstel-4407903.html	Thứ ba, 28/12/2021, 15:00 (GMT+7)	 
Gần hai triệu tài khoản dự án tiền số Việt bị lộ thông tin	https://vnexpress.net/gan-hai-trieu-tai-khoan-du-an-tien-so-viet-bi-lo-thong-tin-4408752.html	Thứ hai, 27/12/2021, 17:45 (GMT+7)	Bảo mật 
Hai phiên thảo luận nổi bật tại Tech Summit 2022	https://vnexpress.net/hai-phien-thao-luan-noi-bat-tai-tech-summit-2022-4408657.html	Thứ hai, 27/12/2021, 17:11 (GMT+7)	Đời sống số 
Anh kêu gọi xem video độ phân giải thấp	https://vnexpress.net/anh-keu-goi-xem-video-do-phan-giai-thap-4408626.html	Thứ hai, 27/12/2021, 11:37 (GMT+7)	Đời sống số 
Elon Musk nói Neuralink tốt hơn metaverse	https://vnexpress.net/elon-musk-noi-neuralink-tot-hon-metaverse-4408374.html	Thứ hai, 27/12/2021, 09:50 (GMT+7)	Nhân vật 
Nhiều trải nghiệm mới trên ứng dụng truyền hình Internet HTVC	https://vnexpress.net/nhieu-trai-nghiem-moi-tren-ung-dung-truyen-hinh-internet-htvc-4407782.html	Thứ hai, 27/12/2021, 15:00 (GMT+7)	 
'Công nghệ là chìa khóa để tái thiết, bứt phá trong bình thường xanh'	https://vnexpress.net/cong-nghe-la-chia-khoa-de-tai-thiet-but-pha-trong-binh-thuong-xanh-4406580.html	Thứ hai, 27/12/2021, 14:45 (GMT+7)	 
Những vụ hack nghiêm trọng nhất thế giới năm 2021	https://vnexpress.net/nhung-vu-hack-nghiem-trong-nhat-the-gioi-nam-2021-4408383.html	Chủ nhật, 26/12/2021, 18:21 (GMT+7)	Bảo mật 
Robot làm pizza trong 45 giây	https://vnexpress.net/robot-lam-pizza-trong-45-giay-4408384.html	Chủ nhật, 26/12/2021, 23:00 (GMT+7)	AI 
Doanh nghiệp giới thiệu công nghệ nổi bật tại Videx 2021	https://vnexpress.net/doanh-nghiep-gioi-thieu-cong-nghe-noi-bat-tai-videx-2021-4408393.html	Chủ nhật, 26/12/2021, 22:00 (GMT+7)	 
Làn sóng bỏ việc để làm giàu với blockchain ở Thung lũng Silicon	https://vnexpress.net/lan-song-bo-viec-de-lam-giau-voi-blockchain-o-thung-lung-silicon-4408102.html	Thứ bảy, 25/12/2021, 18:45 (GMT+7)	Xu hướng 
Cáp quang biển gặp sự cố, tháng 2 năm sau mới được sửa	https://vnexpress.net/cap-quang-bien-gap-su-co-thang-2-nam-sau-moi-duoc-sua-4408199.html	Thứ bảy, 25/12/2021, 20:06 (GMT+7)	Đời sống số 
Elon Musk tiết lộ lý do thích Dogecoin, ghét Bitcoin	https://vnexpress.net/elon-musk-tiet-lo-ly-do-thich-dogecoin-ghet-bitcoin-4408093.html	Thứ bảy, 25/12/2021, 13:55 (GMT+7)	Đời sống số 
Tranh cãi về tương lai Internet	https://vnexpress.net/tranh-cai-ve-tuong-lai-internet-4407899.html	Thứ bảy, 25/12/2021, 00:00 (GMT+7)	Xu hướng 
Tỷ phú công nghệ tiếp tục bất hòa vì Web3	https://vnexpress.net/ty-phu-cong-nghe-tiep-tuc-bat-hoa-vi-web3-4407939.html	Thứ bảy, 25/12/2021, 12:00 (GMT+7)	Đời sống số 
Những NFT 'kỳ cục' được bán giá đắt đỏ	https://vnexpress.net/nhung-nft-ky-cuc-duoc-ban-gia-dat-do-4406700.html	Thứ sáu, 24/12/2021, 08:10 (GMT+7)	Đời sống số 
Cha mẹ 'điên đầu' kiểm soát con dùng thiết bị tại nhà	https://vnexpress.net/cha-me-dien-dau-kiem-soat-con-dung-thiet-bi-tai-nha-4407111.html	Thứ sáu, 24/12/2021, 00:00 (GMT+7)	Đời sống số 
Facebook đánh mất lòng tin của người dùng	https://vnexpress.net/facebook-danh-mat-long-tin-cua-nguoi-dung-4406876.html	Thứ sáu, 24/12/2021, 10:22 (GMT+7)	Đời sống số 
TV giúp người xem nếm vị thức ăn	https://vnexpress.net/tv-giup-nguoi-xem-nem-vi-thuc-an-4407382.html	Thứ sáu, 24/12/2021, 07:40 (GMT+7)	 
Free Fire công bố phần tiếp theo cho chiến dịch Kỷ nguyên mới	https://vnexpress.net/free-fire-cong-bo-phan-tiep-theo-cho-chien-dich-ky-nguyen-moi-4407641.html	Thứ sáu, 24/12/2021, 18:00 (GMT+7)	 
Đa dạng hình thức quảng cáo qua game và eSport	https://vnexpress.net/da-dang-hinh-thuc-quang-cao-qua-game-va-esport-4407107.html	Thứ sáu, 24/12/2021, 13:00 (GMT+7)	 
Nextify tích hợp nhiều công nghệ giúp doanh nghiệp chuyển đổi số	https://vnexpress.net/nextify-tich-hop-nhieu-cong-nghe-giup-doanh-nghiep-chuyen-doi-so-4407300.html	Thứ sáu, 24/12/2021, 11:30 (GMT+7)	 
Xuất hiện website đổi hàng hóa bằng tiền ảo Pi	https://vnexpress.net/xuat-hien-website-doi-hang-hoa-bang-tien-ao-pi-4406883.html	Thứ năm, 23/12/2021, 14:55 (GMT+7)	Đời sống số 
Quấy rối tình dục trong vũ trụ ảo	https://vnexpress.net/quay-roi-tinh-duc-trong-vu-tru-ao-4406762.html	Thứ năm, 23/12/2021, 10:00 (GMT+7)	Đời sống số 
Những ngành nghề mới sinh ra từ blockchain	https://vnexpress.net/nhung-nganh-nghe-moi-sinh-ra-tu-blockchain-4406299.html	Thứ năm, 23/12/2021, 08:30 (GMT+7)	Đời sống số 
AI có thể 'giải cứu' doanh nghiệp khỏi tấn công mạng	https://vnexpress.net/ai-co-the-giai-cuu-doanh-nghiep-khoi-tan-cong-mang-4407354.html	Thứ năm, 23/12/2021, 20:39 (GMT+7)	AI 
TikTok vượt Google, Facebook về lượng truy cập web	https://vnexpress.net/tiktok-vuot-google-facebook-ve-luong-truy-cap-web-4407057.html	Thứ năm, 23/12/2021, 15:54 (GMT+7)	Đời sống số 
Người mua NFT bị lừa 1,3 triệu USD qua chat	https://vnexpress.net/nguoi-mua-nft-bi-lua-1-3-trieu-usd-qua-chat-4406989.html	Thứ năm, 23/12/2021, 12:00 (GMT+7)	Bảo mật 
Map4D đặt mục tiêu thành nền tảng bản đồ số quốc gia	https://vnexpress.net/map4d-dat-muc-tieu-thanh-nen-tang-ban-do-so-quoc-gia-4407105.html	Thứ năm, 23/12/2021, 17:00 (GMT+7)	 
Nhóm kỹ sư Việt vào top xuất sắc trong cuộc thi AI thế giới	https://vnexpress.net/nhom-ky-su-viet-vao-top-xuat-sac-trong-cuoc-thi-ai-the-gioi-4407138.html	Thứ năm, 23/12/2021, 16:00 (GMT+7)	 
Nhiều tính năng nổi bật trên tủ đông Aqua	https://vnexpress.net/nhieu-tinh-nang-noi-bat-tren-tu-dong-aqua-4403586.html	Thứ năm, 23/12/2021, 08:00 (GMT+7)	 
Luxshare xây nhà máy iPhone rộng bằng 40 sân bóng đá	https://vnexpress.net/luxshare-xay-nha-may-iphone-rong-bang-40-san-bong-da-4406711.html	Thứ tư, 22/12/2021, 17:12 (GMT+7)	Đời sống số 
Việt Nam triển khai thương mại 5G năm 2022	https://vnexpress.net/viet-nam-trien-khai-thuong-mai-5g-nam-2022-4406684.html	Thứ tư, 22/12/2021, 16:43 (GMT+7)	 
Nỗi khó xử của nữ giới trong vũ trụ ảo	https://vnexpress.net/noi-kho-xu-cua-nu-gioi-trong-vu-tru-ao-4406388.html	Thứ tư, 22/12/2021, 15:11 (GMT+7)	Đời sống số 
Tiền ảo thành công cụ mới của tội phạm ở Việt Nam	https://vnexpress.net/tien-ao-thanh-cong-cu-moi-cua-toi-pham-o-viet-nam-4406178.html	Thứ tư, 22/12/2021, 06:00 (GMT+7)	Đời sống số 
Sự kiện công nghệ thế giới nổi bật năm 2021	https://vnexpress.net/su-kien-cong-nghe-the-gioi-noi-bat-nam-2021-4405558.html	Thứ tư, 22/12/2021, 00:00 (GMT+7)	 
Giới hạn vật lý của chip thách thức tiến bộ công nghệ	https://vnexpress.net/gioi-han-vat-ly-cua-chip-thach-thuc-tien-bo-cong-nghe-4406025.html	Thứ tư, 22/12/2021, 10:58 (GMT+7)	 
5 cuộc đấu 'song mã' tại Chung kết Tech Awards tuần hai	https://vnexpress.net/5-cuoc-dau-song-ma-tai-chung-ket-tech-awards-tuan-hai-4406394.html	Thứ tư, 22/12/2021, 08:15 (GMT+7)	Đời sống số 
VNG Cloud nhận giải chuyển đổi số Việt Nam	https://vnexpress.net/vng-cloud-nhan-giai-chuyen-doi-so-viet-nam-4406373.html	Thứ tư, 22/12/2021, 19:30 (GMT+7)	 
Khu công nghệ cao có thêm trung tâm dữ liệu 70 triệu USD	https://vnexpress.net/khu-cong-nghe-cao-co-them-trung-tam-du-lieu-70-trieu-usd-4406170.html	Thứ tư, 22/12/2021, 09:30 (GMT+7)	 
Yếu tố con người trong an toàn không gian mạng	https://vnexpress.net/yeu-to-con-nguoi-trong-an-toan-khong-gian-mang-4405662.html	Thứ tư, 22/12/2021, 08:00 (GMT+7)	 
MeKo là nhà phân phối sản phẩm MSI tại Việt Nam	https://vnexpress.net/meko-la-nha-phan-phoi-san-pham-msi-tai-viet-nam-4404363.html	Thứ tư, 22/12/2021, 08:00 (GMT+7)	 
